	Publisher	pmcid	FigURL	Caption	PDFURL	FigName
426	Plos One	PMC4111499	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4111499/bin/pone.0103365.g006.jpg	Aggregation of TIAR-1 and TIAR-2 proteins in response to stress but not to age.(A) The domain structure of TIAR proteins, designed using the Prosite MyDomains (http://prosite.expasy.org/mydomains/). The graphic was created using the Exon-Intron Graphic Maker (http://wormweb.org/exonintron). RRM: RNA-recognition motif, GLY_R: Glycine rich domain, GLN_R: Glutamine rich domain. (B) Representative confocal <b>images</b> of 1-day adults of the indicated transgenic strains grown at 25°C (Control 1-d ad), upon heat-shock (HS, 35°C for 3 h), oxidative stress (SA, 15 mM sodium arsenite for 3 h) or compared to 6-day adults under normal conditions. Arrows point to formed granules and quantification of the granule number is shown in the lower panel for each strain. Values on Y axis show the number of granules per head (BRF211), per 100 µM length of excretory cell (BRF255) or per 2500 µm2 per worm (mean±SD, see Materials and Methods and Table S4). Asterisks show the intestinal auto-fluorescence. Scale bar: 25 µm. (C–D) Expression levels of tiar-1 or tiar-2 genes in (C) the indicated transgenic strains expressing gfp::tiar-1 and gfp::tiar-2 by their own promoter (BRF211 and BRF255, respectively) or the muscle specific Pmyo-3::gfp::tiar-2 (BRF310) and (D) N2 worms after heat shock (35°C for 3 h). Quantification of each mRNA level, relative to ama-1(mRNA) levels, in 1-day adults and the mean ± SD of biological triplicates are shown (p&gt;0.05 in Student's t-tests).		PMC4111499_pone.0103365.g006.jpg
427	Frontiers In Pharmacology	PMC5376579	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5376579/bin/fphar-08-00174-g0008.jpg	EGFP+/FABP4+ Cells in the Subcutaneous Adipose Layer. As described in the Methods, recipient mice, and donor mice were treated with bleomycin or saline vehicle. Monocytes were isolated from the BM of donor mice and injected into the circulation of recipient mice. After sacrifice, EGFP+ cells, FABP4+ cells, and DAPI+ nuclei in skin tissue sections were imaged by <b>fluorescent</b> microscopy for each of the indicated combinations of host mice and donor cells. The number of cells per field that contained EGFP+/FABP4+ ring staining of the adipocyte plasma membrane is indicated (three mice per condition, six fields per mouse).		PMC5376579_fphar-08-00174-g0008.jpg
428	International Journal Of Nanomedicine	PMC5357075	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5357075/bin/ijn-12-1969Fig4.jpg	Internalization of immunotoxins by confocal fluorescence microscopy.Notes: 293T-GFP and 293T-CD7-GFP cells were incubated with different immunotoxins 5 µg/mL at 37°C for 4 hours. Then Alexa Fluor 647-conjugated anti-His antibody and DAPI were added. Fluorescence was detected by confocal scanning microscopy. Green: GFP; blue: DAPI; red: Alexa Fluor 647-conjugated anti-His antibody. Scale bars =20 µm. 293T, human embryonic kidney cells; 293T-CD7, human embryonic kidney cells transfected with CD7 antigen.Abbreviations: GFP, green <b>fluorescent</b> protein; DAPI, 4′,6-diamidino-2-phenylindole.		PMC5357075_ijn-12-1969Fig4.jpg
429	Oncotarget	PMC5216729	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5216729/bin/oncotarget-07-45385-g004.jpg	PM2.5 treatment induced autophagy in A549 cells as regulated by miR-4516 and its target gene(A) A549 cells were treated with control medium for 24 h, no autophagosomes were observed in the cytoplasm. A549 cells were treated with (B) 100 μg/mL or (C) 500 μg/mL PM2.5 for 24 h. Typical autophagosomes with double membranes and cellular contents were observed in the cytoplasm, as shown by the black arrow. N, nucleus, CY, cytoplasm. Insets are magnified below each <b>image</b> highlighted with black box). Black arrows show typical autophagosome and black arrows show intracellular PM. (D) Increased number of autophagic vacuoles were observed in A549 cells. Autophagic vacuoles were showed by white arrows. (E) Expression levels of LC3B-I and LC3B-II were increased in A549 cells after treatment with 100 μg/ml PM2.5 for 24 h. Co-treatment of PM2.5 and the miR-4516 inhibitor could reverse the increased expression of LC3B-I and LC3B-II. (F) Expression levels of RPL37 and UBA52 were inhibited after RPL37 siRNA transfection in A549 cells. Meanwhile, increased expression of LC-3B-I and -II were also observed. (G) S stage arrest was induced by PM2.5 exposure for 24 h. (H) The proportion of apoptosis in A549 cells was significantly increased after PM2.5 treatment for 24 h.		PMC5216729_oncotarget-07-45385-g004.jpg
430	Plos One	PMC3827427	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3827427/bin/pone.0079770.g004.jpg	BtaF localization.Detection of BtaF (in red) on the B. suis wild type surface (A) and on the E. coli pBBRbtaF surface (B) by immunofluorescence of GFP-tagged bacteria. Cultures of GFP-labeled strains were fixed without permeabilization, incubated with anti-BtaF antibodies, and then probed with a CY3-conjugated donkey anti-mouse antibody. Samples were observed with a Plan-Aprochromat 100×/1.4 oil DIC objective on a Zeiss LSM 5 Pascal confocal microscope. Immunofluorescence microscopy using anti-BtaF antibodies of fixed cultures of B. suis strains expressing Pdhs-eGFP (C) and AidB-YFP (D) as old and new pole markers, respectively. Samples were observed with a confocal LSM 510 Meta microscope, using a Plan-Aprochromat 60×/1.4 oil DIC objective. Representative <b>images</b> are shown. BtaF is indicated with red arrows, and pole markers with green arrows. A schematic representation is presented. Lines indicate how the intensity profile (expressed in arbitrary units) was constructed.		PMC3827427_pone.0079770.g004.jpg
431	Plos One	PMC3492304	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3492304/bin/pone.0049109.g005.jpg	Subcellular localization of GFP-tagged FPS1S and FPS2 proteins.Confocal laser scanning micrographs showing the distribution of fluorescence in agroinfiltrated N. benthamiana epidermal cells transiently co-expressing FPS1S-GFP (A), GFP-FPS1S (E), FPS2-GFP (I) or GFP-FPS2 (M) with the peroxisome protein marker CFP-SKL (B, F, J and N). Co-localization evaluation of GFP-tagged FPS proteins with the peroxisome protein marker (C, G, K and O). Differential interference contrast (DIC) <b>images</b> showing the morphology of transformed cells (D, H, L and P). Scale bars = 20 µm.		PMC3492304_pone.0049109.g005.jpg
432	Nucleic Acids Research	PMC5397161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397161/bin/gkw1245fig5.jpg	Inducible RNAi depletion of XRNA. Tetracycline inducible RNAi depletion of XRNA was done as previously described (24). Cells induced for RNAi depletion of XRNA for 0, 24 or 48 h were probed with the 5΄ and 3΄ probes specific for Tb427.01.1740. Z-stack projections of representative cells are shown for each time-point; more cells are shown in Supplementary Figure S6. Red, green and yellow spots were counted. Averages of the average values of three independent clonal cell lines are shown; for each clone, between 100 and 200 cells were analysed for each time-point. Error bars represent the standard deviation between the three different clones.		PMC5397161_gkw1245fig5.jpg
433	Journal Of Experimental Botany	PMC4203142	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4203142/bin/exbotj_eru350_f0001.jpg	2D gel electrophoresis of triticale mature stigma proteins also indicating the most highly stained proteins observed in a separate experiment investigating post-translational modifications. P, Pro-Q Diamond phosphoprotein stain; G, Pro-Q Emerald glycoprotein stain (Life Technologies, Burlington, Canada).		PMC4203142_exbotj_eru350_f0001.jpg
434	Bmc Musculoskeletal Disorders	PMC1550228	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1550228/bin/1471-2474-7-52-3.jpg	3D reconstruction of the tidemark. Sequential sections (a-g) from a normal COJ region demonstrate the continuity of apparently discontinuous non-calcified cartilage prolongations which protrude into the calcified cartilage and abut onto a bone marrow space. The lower set of photographs has been edited to show more clearly the sections through the prolongations. Sections were 10 μm thick and every 10th section is shown.		PMC1550228_1471-2474-7-52-3.jpg
435	Scientific Reports	PMC5118792	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5118792/bin/srep37315-f8.jpg	Immunofluorescence of mouse colon ex vivo.Strong fluorescence intensity is seen from binding of the EGFR peptide QRH*-Cy5.5 to the cell surface (arrow) of dysplastic colonocytes using the (A) side-viewing confocal endomicroscope and (B) a conventional tabletop confocal microscope. (C) Representative <b>histology</b> (H&amp;E) for dysplasia. Minimal fluorescence intensity is seen for normal colonocytes using the (D) side-viewing confocal endomicroscope and (E) a conventional tabletop confocal microscope. (F) Representative <b>histology</b> (H&amp;E) for normal colonic mucosa.		PMC5118792_srep37315-f8.jpg
436	Gastroenterology	PMC4556985	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4556985/bin/gr5.jpg	GSK-7975A markedly reduces pancreatic histopathology in TLCS-AP, CER-AP, and FAEE-AP. All models resulted in substantial increases in (A) edema, (B) inflammation, (C) necrosis, and (D) total <b>histology</b> score. Subcutaneous osmotic minipump administration of GSK-7975A given as prodrug GSK-6288B at low (L) or high (H) doses markedly reduced pancreatic damage, with more marked reduction at high dose (mean ± SEM ≥6 mice/group; *P &lt; .05 control vs 3 models; †P &lt; .05, TLCS-AP vs TLCS-AP plus GSK-7975A; ‡P &lt; .05, CER-AP vs CER-AP plus GSK-7975A; and §P &lt; .05, FAEE-AP vs FAEE-AP plus GSK-7975A). (E) Representative <b>images</b> showing normal pancreatic <b>histology</b>, typical histopathology from all 3 models, and typical histopathology from all 3 models after treatment with GSK-7975A at low (L) or high (H) doses (H&amp;E; scale bar: 50 μm).		PMC4556985_gr5.jpg
437	Journal Of Translational Medicine	PMC4513684	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4513684/bin/12967_2015_611_Fig2_HTML.jpg	Representative histochemical and immunohistochemical staining. Heterogeneous staining pattern combinations were detected among 105 cervical squamous cell carcinomas. Patients A and B: moderately differentiated Stage 1 tumors, wild type PIK3CA; patients C (poorly differentiated) and D (moderately differentiated): Stage 1 tumor, mutated PIK3CA.Scale bar 50 µm. All <b>images</b> were originally photographed with a ×20 objective lens using an Olympus BX50 light microscope (Center Valley, PA, USA) equipped with a QImaging Retiga 2000R digital camera (Surrey, BC, Canada) (PIK3CA staining is included in Additional File 2: Figure S1).		PMC4513684_12967_2015_611_Fig2_HTML.jpg
438	Thescientificworldjournal	PMC3918717	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3918717/bin/TSWJ2014-649026.004.jpg	A 50 μm thick <b>histologic</b> section prepared for histomorphometric analysis from control group (toluidine blue stain, original magnification ×2).		PMC3918717_TSWJ2014-649026.004.jpg
439	Contraception	PMC5083255	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5083255/bin/gr1.jpg	Photographs showing H&amp;E staining and immunostaining for Col-I, Col-III, Col-IV and Col-V in the rhesus macaque and baboon intramural tube. <b>Images</b> of open fallopian tube (a, c, e, g, i, k, m, o, q and s) were obtained from control animals. Occluded tube (b, d, f, h, j, l, n, p, r and t) were from animals treated with 5% PF. Arrows indicate fibrotic response. All <b>images</b> were captured at original magnification ×200. Insets (frame r and s) show negative control with an irrelevant antibody. Treatment with PF increased collagen immunoreactivity in the lamina propria of the intramural tube.		PMC5083255_gr1.jpg
440	Frontiers In Immunology	PMC5364145	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5364145/bin/fimmu-08-00346-g004.jpg	M2-type macrophages predominate in transplanted endomyocardial tissue and increase upon rejection. The expression of (A) CD68, (B) CD80, and (C) CD163 was measured using immunohistochemistry, analyzed by ImageJ and depicted as mean % positive stained area. The expression of (D) CD68, (E) CD80, and (F) CD163 was analyzed intra-individually at rejection and non-rejection time points. Representative <b>histological</b> and immunohistochemical <b>images</b> are shown at 20× magnification (G) HE, (H), CD68, (I) CD80, and (J) CD163. Co-localization of (K) CD68 and CD80 (M1 macrophage), and CD68 with CD163 (M2 macrophages) is shown at 40× magnification (***p &lt; 0.001).		PMC5364145_fimmu-08-00346-g004.jpg
441	The Journal Of Cell Biology	PMC2175256	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2175256/bin/JCB0005176.f3.jpg	Epiblast cell polarization and PCD in EBs. (a) Toluidine blue–stained resin-embedded section of a day 6 LAMC1+/− EB shows that cell debris is present only at the apical surface of the CEE and is absent where the epiblast cells remain unpolarized (arrowhead). (b–d) EM of LAMC1+/− EBs. (b) The cell (asterisk) at the apical surface of the two columnar ectodermal cells has rounded up and become vacuolated by day 5; (c) a pocket of cell debris (CD) is present at the apical surface of the CEE on day 6; (d) as the debris is removed at day 7.5, the proamniotic cavity (PAC) becomes evident. (e) EM of day 7.5 LAMC1−/− EB shows unpolarized epiblast cells (asterisks) and no cell debris. (f–h) TUNEL analysis after 6 d: in LAMC1+/− EBs, a cluster of TUNEL-positive cells (f, arrow) is present at the apical surface of the CEE. (g) Phase-contrast <b>image</b> of f. Only a few randomly scattered TUNEL-positive cells (h, arrows) are present in LAMC1−/− EBs. (i) Phase-contrast <b>image</b> of h. Note that the BM in these EBs does not have a lamina lucida, which is consistent with previous reports of its absence in some EBs and in Reichert's membrane (Martin et al. 1977; Inoue et al. 1983). BM, basement membrane; CE, columnar epiblast cell; CEE, columnar epiblast epithelium; CD, cell debris; PAC, proamniotic cavity; VE, visceral endoderm.		PMC2175256_JCB0005176.f3.jpg
442	Oncogenesis	PMC4632089	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632089/bin/oncsis201528f3.jpg	Pc1Pik3cap110* mice develop metaplasia, PanINs and invasive cancers at very early ages. PanIN-1 (a), PanIN-2 (b), PanIN-3 (c) and invasive cancers (d) were identified commonly in Pc1Pik3cap110* mice. Size bar for a–d, 50 μm. (e and f) At only 10 days of age cells undergoing acinar-to-ductal metaplasia were observed. (g and h) The transition to a ductal phenotype was confirmed as these cells stained positive for cytokeratin 17/19. Size bar for e–h, 50 μm, (i) A time course was performed starting at 10 days of age. At this time point metasplastic lesions were seen throughout the pancreas. These lesions had strong activation of the PI3K cascade as determined by increased phosphorylation of AKT and RPS6. At just 20 days of age invasive ductal adenocarcinoma was identified. These invasive lesions also had increased phsophorylation of AKT and RPS6. Size bars, 500 μm. Each high-magnification <b>images</b> is a × 10 enlargement of the outlined area in the low-magnification <b>image</b> to its immediate left.		PMC4632089_oncsis201528f3.jpg
443	Journal Of Otolaryngology - Head & Neck Surgery = Le Journal D'oto-rhino-laryngologie Et De Chirurgie Cervico-faciale	PMC3651223	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3651223/bin/1916-0216-42-29-2.jpg	Assessment of TGF-b1 percentage in the epithelium. A) <b>Histological</b> section (400× magnification) showing stroma and epithelium (TGF-β1 expression shown in brown). B) Stroma excluded and epithelium preserved. C) Positive TGF-β1 expression in epithelium after exclusion of the non-positive area.		PMC3651223_1916-0216-42-29-2.jpg
444	Cardiovascular Diabetology	PMC4504126	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4504126/bin/12933_2015_246_Fig8_HTML.jpg	Cardiac fibrosis analysis. This figure shows representative <b>images</b> of Masson’s Trichrome stainings of the right ventricle from a control and a fructose-fat fed rat (FFFR). Masson’s trichrome stainings were used to show that there is no difference in fibrosis between the two groups		PMC4504126_12933_2015_246_Fig8_HTML.jpg
445	Pharmaceutics	PMC3834904	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3834904/bin/pharmaceutics-04-00212-g006.jpg	Sections of the conjunctiva above devices: Top left: control animal with no device showing the epithelial layer (E) and connective tissue (C), top right: one GM device with invasive fibrosis, middle row: one BB device showing fibrosis (F) and neovascularization (arrow), bottom row: one G device showing excessive fibrosis disrupting the conjunctiva architechture. H&amp;E stain. Left row: all <b>images</b> 40×, right top: 400×, right middle: 1000×, right bottom 600×.		PMC3834904_pharmaceutics-04-00212-g006.jpg
446	The Journal Of Comparative Neurology	PMC5054943	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5054943/bin/CNE-524-3127-g298.jpg	Level 69		PMC5054943_CNE-524-3127-g298.jpg
447	Cancer Cell	PMC4644221	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4644221/bin/gr3.jpg	Overexpression of Constitutively Active IKK2 Prevents Spontaneous Liver Damage in NEMOLPC-KO Mice by Activating NF-κB(A) Liver lysates from mice with the indicated genotypes were analyzed by immunoblot with the indicated antibodies. α-Tubulin was used as loading control.(B) Graph depicting basal serum ALT levels in 8- and 52-week-old mice with the indicated genotypes. Horizontal lines indicate mean values.(C) Representative <b>images</b> of liver sections from 8-week-old mice with the indicated genotypes after staining with H&amp;E or immunostaining with the indicated antibodies. Graphs depict quantification of the indicated parameters (mean ± SD, n = 3–5 mice per genotype). Scale bars, 200 μm.See also Figure S3.		PMC4644221_gr3.jpg
448	Proteome Science	PMC2667413	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2667413/bin/1477-5956-7-10-4.jpg	Proteins of human duodenum tissue identified by MALDI-TOF MS from the 2-D gel.		PMC2667413_1477-5956-7-10-4.jpg
449	Case Reports In Medicine	PMC3407625	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3407625/bin/CRIM2012-579297.006.jpg	Histopathological <b>image</b> of the dissected abdominal lymph node disclosed multiple caseating granulomas with inflammatory cells including Langhans giant cells (hematoxylin and eosin staining, ×100).		PMC3407625_CRIM2012-579297.006.jpg
450	Biomed Research International	PMC4066688	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4066688/bin/BMRI2014-626259.005.jpg	Major nonphagocytic subpopulation of E. dispar versus a major phagocytic subpopulation of E. histolytica. Images taken from a video <b>microscopy</b> followup of the erythrocytes-trophozoites interaction showing the existence of a nonphagocytic subpopulation of E. dispar (most of the <b>cells</b> are nonphagocytic). Only a few <b>cells</b> contain erythrocytes (red dots) inside their cytoplasm even after 20 min interaction ((a)(A–I)). On the contrary, images taken from the video <b>microscopy</b> followup of E. histolytica trophozoites show that nearly 90% or higher of the population have ingested erythrocytes (red dots), after only 5 min of interaction ((b)(A–I)). Numbers shown in the upper right corner of each image correspond to time in seconds starting after 20 min incubation for E. dispar and 5 min incubation for E. histolytica.		PMC4066688_BMRI2014-626259.005.jpg
451	European Journal Of Medicinal Chemistry	PMC4255093	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4255093/bin/gr9.jpg	Confocal fluorescence <b>microscopy</b> of compounds with mKate-PRL-3 or GFP transfected HEK293 <b>cells</b>, as indicated, after 30 min incubation. The distribution did not change after 1.5 h (measured with analog 3 only, data not shown). For thienopyridone and mKate-PRL-3 (d), a PRL-3 high-expressing example was chosen for presentation in order to ensure a visible difference to the thineopyridone signal. Compounds were visualized by exciting at 405 nm. GFP was excited at 488 nm, mKate at 561 nm. Scale bar = 10 μm.		PMC4255093_gr9.jpg
452	Plos One	PMC2557140	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2557140/bin/pone.0003382.g002.jpg	Functional implications of HIV PIs on the Fonsecaea pedrosoi conidial <b>cells</b> development.(A) Effect of aspartyl PIs on the F. pedrosoi conidial growth. After growth in Czapek medium for 5 days at room temperature, the conidia were harvested, washed with PBS and 1×103 <b>cells</b> were incubated for 1 hour in the absence or in the presence of different concentrations of the following PIs: indinavir, saquinavir, ritonavir, nelfinavir (50, 100 and 200 µM) and pepstatin A (1 and 10 µM). After that, the conidial <b>cells</b> were washed in PBS and inoculated in a fresh solid Czapek medium to measure the CFU. The control (435.2±12.2 CFU) was taken as 100%. The values represent the mean±standard deviation of three independent experiments performed in triplicate. Symbols denote systems treated with PIs that had a growth rate significantly different from the control (♦, P&lt;0.05; ★, P&lt;0.001; Student's t test). (B) Effect of aspartyl PIs on the F. pedrosoi ultrastructure. After growth in Czapek medium for 5 days at room temperature, the conidia were harvested, washed with PBS and 1×103 <b>cells</b> were incubated for 1 hour in the absence (a) or in the presence of nelfinavir (b–g) or saquinavir (h–j) at 100 µM. Subsequently, the <b>cells</b> were processed by transmission electron <b>microscopy</b> as described in the Experimental Procedures section. Control conidial <b>cells</b> present a characteristic dense cytoplasm with a distinct and compact <b>cell</b> wall (a). Large arrows in (b) and (i) show the invaginations of cytoplasmic membrane. Tiny arrows in (b), (e) and (h) indicate the disorder and detachment of <b>cell</b> wall. Arrowheads in (d) and (e) demonstrate the abnormal <b>cellular</b> division. Asterisks show the enlarged cytoplasmic vacuoles. Double arrows in (i) and (j) appoint the breakage of <b>cell</b> wall starting from extracellular medium. Note in (g) a typical necrotic conidial <b>cell</b>. Scale bars: (a–i), 0.6 µm; (j), 0.15 µm.		PMC2557140_pone.0003382.g002.jpg
453	Cell Death & Disease	PMC3674359	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3674359/bin/cddis2013150f2.jpg	PTP1B-deficient primary hepatocytes are protected against APAP-induced <b>cell</b> death. (a, left panel) Wild-type (PTP1B+/+) mouse primary hepatocytes were treated with 10 mM APAP for various time-periods. The expression of PTP1B was analyzed by western blot. *P&lt;0.05 APAP-treated versus non-treated <b>cells</b> (n=3 independent experiments). (Right panel) Representative phase-contrast <b>microscopy</b> images and analysis of the percentage of sub-G0/G1 <b>cell</b> population by flow cytometry. (b) PTP1B+/+ and PTP1B−/− primary hepatocytes were treated with APAP (5 and 10 mM) for 16 h. (Left panel) Representative phase-contrast <b>microscopy</b> images. Bar=100 μm. (Right panel) <b>Cellular</b> viability and released LDH activity. (c) PTP1B+/+ and PTP1B−/− primary hepatocytes were treated with APAP (5 and 10 mM) for 16 h. (Left panel) Representative nuclear morphology images after DAPI staining and analysis by fluorescence <b>microscopy</b>. (Right panel) Quantification of apoptotic nuclei. Percentage of sub-G0/G1 <b>cell</b> population analyzed by flow cytometry. (d, left panel) PTP1B+/+ and PTP1B−/− primary hepatocytes were treated with APAP (5 and 10 mM) for 16 h. Western blot with anticytochrome C and anti-cytochrome C oxidase antibodies in mitochondrial extracts. (Right panel) PTP1B+/+ and PTP1B−/− primary hepatocytes were treated with APAP (10 mM) for various time-periods. Analysis of caspase-3 enzymatic activity. *P&lt;0.05, **P&lt;0.01 and ***P&lt;0.005 PTP1B−/−versus PTP1B+/+ (n=4 independent experiments)		PMC3674359_cddis2013150f2.jpg
454	Clinics (são Paulo, Brazil)	PMC3715017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3715017/bin/cln-68-07-1018-g002.jpg	In vitro effects of FTY720 on murine melanoma and human tumor <b>cell</b> lines. A) B16F10-Nex2 morphological alterations, after treatment with 1, 6, and 12 μM FTY720, were analyzed by light <b>microscopy</b> after 24 h. Control, untreated <b>cells</b>. Magnification, 40X. B) Viable B16F10-Nex2 <b>cells</b> were counted after 24 or 48 h of treatment with increasing doses of FTY720. C) The A2058, HeLa, and MCF-7 human tumor <b>cell</b> lines were incubated with increasing doses of FTY720, and <b>cell</b> viability was evaluated after 24 h. Each experiment was performed at least twice. The bars represent means and SDs.		PMC3715017_cln-68-07-1018-g002.jpg
455	Molecular Biology Of The Cell	PMC2877646	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2877646/bin/zmk0111094600001.jpg	EGFP-Nup98 dots redistribute after LMB or Act-D treatment. (A) NIH 3T3 <b>cells</b> were transfected with EGFP-Nup98 expression vector. After 48 h, the <b>cells</b> were treated with DMSO (Control), 5 nM LMB, or 40 ng/ml Act-D for 2 h. <b>Cells</b> were then fixed, immunostained, and examined by confocal <b>microscopy</b>. Anti-nucleophosmin/B23 (NPM) antibody was used to stain the nucleolus. DAPI staining was used to visualize nuclei. Bar, 10 μm. (B) Summary of the results obtained in A. At least 150 EGFP-Nup98–expressing <b>cells</b> were observed for each condition. The localization patterns of EGFP-Nup98 were categorized into six groups as follows: nuclear dots, nuclear and cytoplasmic dots, cytoplasmic dots and diffuse nuclear staining, nuclear dots and diffuse nucleolar staining, diffuse nucleolar staining, and diffuse nuclear staining. Data are represented as mean ± SD of three independent experiments. (C) Time-lapse analysis of EGFP-Nup98 dots after LMB treatment. EGFP-Nup98–expressing NIH3T3 <b>cells</b> were treated with 5 nM LMB and analyzed by time-lapse <b>microscopy</b>. The position of the nucleus is indicated by a dashed circle. Bar, 10 μm.		PMC2877646_zmk0111094600001.jpg
456	The Journal Of Experimental Medicine	PMC5030800	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5030800/bin/JEM_20151938_Fig4.jpg	Recruitment of the lysosome to F. novicida is accelerated in the absence of cathepsin B. (A and C) BMDMs from WT and Ctsb−/− mice were infected with GFP-expressing F. novicida (MOI 20; F.n.) for 5 h (A) or 12 h (C) followed by labeling with 100 nM LysoTracker for 30 min. Fixed samples were processed for confocal <b>microscopy</b>. Arrowheads indicate lysosome-targeted F. novicida; arrows indicate F. novicida free from lysosome colocalization. (B and D) Quantification of A (B) and C (D) are shown. At least 220 <b>cells</b> were analyzed for each group. (E) Quantification of the percentage of F. novicida colocalized with lysosomes in WT BMDMs infected with GFP-expressing F. novicida (MOI 20) for 5 h in the presence or absence (Med) of 5 µM CA-074 Me (CA). At least 200 <b>cells</b> were analyzed for each group. (F) Confocal <b>microscopy</b> analysis of WT and Ctsb−/− BMDMs stained with cathepsin B antibody (top) or labeled with LysoTracker (bottom). Insets indicate enlarged images. (G) Quantification of lysosomes in WT and Ctsb−/− BMDMs. Each symbol indicates an individual <b>cell</b>. At least 500 <b>cells</b> were analyzed for each group. (H) FACS analysis of WT and Ctsb−/− BMDMs stained with LysoTracker. (I) Confocal <b>microscopy</b> showing LAMP1 staining in WT and Ctsb−/− BMDMs. Insets indicate enlarged images. (J) <b>Cell</b> lysates from WT and Ctsb−/− BMDMs were analyzed for LAMP1 protein expression by immunoblotting. (K) Quantification of the relative protein level of LAMP1 in J. (L) Representative images of WT BMDMs treated with or without cathepsin B inhibitor (5 µM CA-074 Me) for 12 h and labeled with LysoTracker. (M) FACS analysis of LysoTracker staining in WT BMDMs in the presence or absence of 5 µM CA-074 Me for 12 h. (N) Immunoblot analysis of LAMP1 expression in WT BMDMs in media or treated with 5 µM CA-074 Me for 12 h. Data are representative of three independent experiments and are means ± SEM. Bars, 10 µm. **, P &lt; 0.01; ***, P &lt; 0.001; ****, P &lt; 0.0001. MFI, mean fluorescence intensity.		PMC5030800_JEM_20151938_Fig4.jpg
457	Plos One	PMC4026379	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4026379/bin/pone.0097692.g005.jpg	Super-resolution 2-channel STED <b>microscopy</b> shows distinct localization of Abp1-GFP in presynaptic nerve terminals at NMJs.Maximum intensity projections of deconvolved confocal (B,D) as well as STED images (A,C,F) recorded from NMJs at muscle 6/7 (A2). (A) STED images of Abp1-GFP and Futsch (outlining presynaptic microtubules) show no colocalization between the two proteins. Abp1 often displays enrichments at the <b>cell</b> cortex. Bar, 2 µm. (B) Confocal imaging of Bruchpilot (BRP) and HRP shows the localization of Abp1-GFP near the plasma membrane but not in the middle of boutons. There is no overlap with BRP marking the active zone core structure, as seen in the merge and in the magnified inset representing as single image plane. Bar, 5 µm; bar in inset, 1 µm. (C) STED <b>microscopy</b> confirms the lack of spatial overlap of Abp1 and BRP. Bars, 2 µm; bar in insert (single slice image), 500 nm. (D) Confocal <b>microscopy</b> of immunostainings for CSP suggests a strong colocalization of Abp1-GFP with CSP. Bar, 5 µm; in inset (single image plane), 1 µm. (E) However, 2-channel STED <b>microscopy</b> shows no colocalization of Abp1 with CSP but Abp1 rather localizes adjacent to individual anti-CSP-stained synaptic vesicles. Bars, 2 µm; bar in inset (single image plane), 500 nm.		PMC4026379_pone.0097692.g005.jpg
